Eric Wang                                         	        14	0.02%
Simon Frost                                       	        14	0.02%
David Waltermire                                  	        14	0.02%
Juhamatti Kuusisaari                              	        14	0.02%
Luke Curley                                       	        14	0.02%
Ahmed Bashandy                                    	        13	0.01%
Adam W. Montville                                 	        13	0.01%
Elwyn B. Davies                                   	        13	0.01%
Ray Bellis                                        	        13	0.01%
Daniel King                                       	        13	0.01%
David Kemp                                        	        13	0.01%
Boris Khasanov                                    	        13	0.01%
Santosh Pallagatti                                	        13	0.01%
Steve Lhomme                                      	        13	0.01%
Felix Günther                                     	        13	0.01%
Philip Eardley                                    	        13	0.01%
Sri Gundavelli                                    	        13	0.01%
Linjian Song                                      	        13	0.01%
Dragana Damjanovic                                	        13	0.01%
Jungha Hong                                       	        13	0.01%
Marc Mosko                                        	        13	0.01%
mackermann@bcbsm.com                              	        13	0.01%
Mark Davis                                        	        13	0.01%
Liz Flynn                                         	        13	0.01%
Martin Horneffer                                  	        13	0.01%
Nov Matake                                        	        13	0.01%
Тарас Гейченко                                    	        13	0.01%
Tolga Asveren                                     	        13	0.01%
Darran Rolls                                      	        13	0.01%
Ilpo Järvinen                                     	        13	0.01%
Joel Höglund                                      	        12	0.01%
James Manger                                      	        12	0.01%
Nicolai Leymann                                   	        12	0.01%
Simon Pietro Romano                               	        12	0.01%
Timothy Carlin                                    	        12	0.01%
Young Lee                                         	        12	0.01%
Stephen Cheng                                     	        12	0.01%
Emmanuel Baccelli                                 	        12	0.01%
Jean-Philippe Aumasson                            	        12	0.01%
Xavier de Foy                                     	        12	0.01%
Hubert Kario                                      	        12	0.01%
Li Huang                                          	        12	0.01%
Emad Omara                                        	        12	0.01%
Kazunori Fujiwara                                 	        12	0.01%
Willem Toorop                                     	        12	0.01%
Tim Cappalli                                      	        12	0.01%
Xiaoqing Zhu                                      	        12	0.01%
William Denniss                                   	        12	0.01%
Oliver Borchert                                   	        12	0.01%
Randy Presuhn                                     	        12	0.01%
Mehmet Ersue                                      	        12	0.01%
Florin Baboescu                                   	        12	0.01%
Igor Bryskin                                      	        12	0.01%
Werner Koch                                       	        12	0.01%
Dr. Santosh Chokhani                              	        12	0.01%
Peter Wu                                          	        12	0.01%
Nevil Brownlee                                    	        12	0.01%
Jay Borkenhagen                                   	        12	0.01%
Rejesh Shetty                                     	        12	0.01%
Olivier Tilmans                                   	        12	0.01%
Devin Mullins                                     	        12	0.01%
Roland Jesske                                     	        11	0.01%
Kireeti Kompella                                  	        11	0.01%
Tim Evens                                         	        11	0.01%
Simon Ser                                         	        11	0.01%
John Heasley                                      	        11	0.01%
J. William Atwood                                 	        11	0.01%
Kaustubh Inamdar                                  	        11	0.01%
Richard Vallee                                    	        11	0.01%
Vladimir Vassilev                                 	        11	0.01%
Yiu Lee                                           	        11	0.01%
Riad S. Wahby                                     	        11	0.01%
Mike Hamburg                                      	        11	0.01%
Kaname Nishizuka                                  	        11	0.01%
Michael Slusarz                                   	        11	0.01%
Jeff Ahrenholz                                    	        11	0.01%
Cong Li                                           	        11	0.01%
Liu Yao                                           	        11	0.01%
Michael Rossberg                                  	        11	0.01%
Stefano Salsano                                   	        11	0.01%
Ronald in 't Velt                                 	        11	0.01%
Eric Cornelissen                                  	        11	0.01%
James Fields                                      	        11	0.01%
Kristof Teichel                                   	        11	0.01%
Hariharan Ananthakrishnan                         	        11	0.01%
Corinna Schmitt                                   	        11	0.01%
Kenichi Ogaki                                     	        11	0.01%
Jonathan Hoyland                                  	        11	0.01%
Juna Hakala                                       	        11	0.01%
Cindy Morgan                                      	        10	0.01%
Julien Maisonneuve                                	        10	0.01%
Charles E. Perkins                                	        10	0.01%
Dan Garcia-Carrillo                               	        10	0.01%
Erik Andersen                                     	        10	0.01%
Scott Mansfield                                   	        10	0.01%
Jouni Korhonen                                    	        10	0.01%
LucAndré Burdet                                   	        10	0.01%
Wen Lin                                           	        10	0.01%
Kausik Majumdar                                   	        10	0.01%
Hongwei Li                                        	        10	0.01%
Ran Pang                                          	        10	0.01%
Xiaohu Xu                                         	        10	0.01%
Benoît Viguier                                    	        10	0.01%
Kirsty Paine                                      	        10	0.01%
Jon Callas                                        	        10	0.01%
Ron Frederick                                     	        10	0.01%
Julien ÉLIE                                       	        10	0.01%
Ekow Sam                                          	        10	0.01%
Darrel Miller                                     	        10	0.01%
Ólafur Guðmundsson                                	        10	0.01%
chenmeiling                                       	        10	0.01%
Leandro Navarro                                   	        10	0.01%
Yunan Gu                                          	        10	0.01%
Gonzalo Camarillo                                 	        10	0.01%
Stéphane Couture                                  	        10	0.01%
Avri Doria                                        	        10	0.01%
Huanan Chen                                       	        10	0.01%
Wei Wang                                          	        10	0.01%
Fabio Bulgarella                                  	        10	0.01%
Enke Chen                                         	        10	0.01%
Nalini Elkins                                     	        10	0.01%
Francois Clad                                     	        10	0.01%
Mark McFadden                                     	        10	0.01%
Yimin Shen                                        	        10	0.01%
Jiao Kang                                         	        10	0.01%
Anthony Nadalin                                   	        10	0.01%
Karsten Meyer zu Selhausen                        	        10	0.01%
Joseph Yee                                        	        10	0.01%
Tom Harrison                                      	        10	0.01%
Li Zhao                                           	        10	0.01%
Russ A. Penar                                     	        10	0.01%
Jack Rickard                                      	        10	0.01%
Sandy Ginoza                                      	         9	0.01%
Lixia Zhang                                       	         9	0.01%
Pascal Urien                                      	         9	0.01%
Szilveszter Nadas                                 	         9	0.01%
Derrell Piper                                     	         9	0.01%
Stefanie Gerdes                                   	         9	0.01%
Emmanuel Bretelle                                 	         9	0.01%
Dan Wing                                          	         9	0.01%
Börje Ohlman                                      	         9	0.01%
Qiao Xiang                                        	         9	0.01%
Brian Weis                                        	         9	0.01%
Chunshan Xiong                                    	         9	0.01%
IAB Chair                                         	         9	0.01%
Yakov Shafranovich                                	         9	0.01%
Sreekanth Narayanan                               	         9	0.01%
krishnaswamy ananthamurthy                        	         9	0.01%
Sami Boutros                                      	         9	0.01%
Yubao Wang                                        	         9	0.01%
Dirk Steinberg                                    	         9	0.01%
Leonard Rosenthol                                 	         9	0.01%
Rafael Belchior                                   	         9	0.01%
Maciek Konstantynowicz                            	         9	0.01%
Kio Smallwood                                     	         9	0.01%
xiaobingNIU                                       	         9	0.01%
Roque Gagliano                                    	         9	0.01%
Manu Sporny                                       	         9	0.01%
Abhijan Bhattacharyya                             	         9	0.01%
Fabrice Theoleyre                                 	         9	0.01%
Dmytro Shytyi                                     	         9	0.01%
Evan Hunt                                         	         9	0.01%
Matthijs Mekking                                  	         9	0.01%
Wassim Haddad                                     	         9	0.01%
Will Law                                          	         9	0.01%
Evert Pot                                         	         9	0.01%
Matthew Kerwin                                    	         9	0.01%
Donatas Abraitis                                  	         9	0.01%
Michal Krsek                                      	         9	0.01%
Bjoern A. Zeeb                                    	         9	0.01%
Matt Mathis                                       	         9	0.01%
Alice Russo                                       	         9	0.01%
Ash Wilson                                        	         9	0.01%
Peter Blomqvist                                   	         9	0.01%
Shawn M Emery                                     	         9	0.01%
Ivan Arce                                         	         9	0.01%
Chen Li                                           	         9	0.01%
Steven Allen                                      	         9	0.01%
Matthew de Haast                                  	         9	0.01%
Shota Nagayama                                    	         9	0.01%
Qing An                                           	         9	0.01%
Rui Paulo                                         	         9	0.01%
Jody Kolker                                       	         9	0.01%
Tony Hansen                                       	         9	0.01%
Chris Wendt                                       	         9	0.01%
Stephen R Moore                                   	         9	0.01%
Puneet Sood                                       	         8	0.01%
Ryan Cross                                        	         8	0.01%
Younghwan Choi                                    	         8	0.01%
Robin Wilton                                      	         8	0.01%
Mo Zanaty                                         	         8	0.01%
Ye-Kui Wang                                       	         8	0.01%
Theophile Bastian                                 	         8	0.01%
Anoop Ghanwani                                    	         8	0.01%
daniel.bernier@bell.ca                            	         8	0.01%
Brian Monkman                                     	         8	0.01%
David Bird                                        	         8	0.01%
Aihua Guo                                         	         8	0.01%
Filippo Valsorda                                  	         8	0.01%
Hemant Singh                                      	         8	0.01%
Naveen Kottapalli                                 	         8	0.01%
Brad Peabody                                      	         8	0.01%
R. (Miek) Gieben                                  	         8	0.01%
Suzanne Woolf                                     	         8	0.01%
Timothy Morizot                                   	         8	0.01%
Giovane C. M. Moura                               	         8	0.01%
Libor Peltan                                      	         8	0.01%
Andrew McConachie                                 	         8	0.01%
Meral Shirazipour                                 	         8	0.01%
Yuhei Hayashi                                     	         8	0.01%
Ebben Aries                                       	         8	0.01%
Stephan Bosch                                     	         8	0.01%
Jiankang Yao                                      	         8	0.01%
Austin Wright                                     	         8	0.01%
Mike West                                         	         8	0.01%
Junxiao Shi                                       	         8	0.01%
Rute C. Sofia                                     	         8	0.01%
Mehmet Toy                                        	         8	0.01%
Paul Congdon                                      	         8	0.01%
Jxck                                              	         8	0.01%
Iain R. Learmonth                                 	         8	0.01%
José Ignacio Alvarez-Hamelin                      	         8	0.01%
William A. Simpson                                	         8	0.01%
Parag Kaneriya                                    	         8	0.01%
Loba Olopade                                      	         8	0.01%
AlbertoRodriguezNatal                             	         8	0.01%
Albert Cabellos                                   	         8	0.01%
Henk Smit                                         	         8	0.01%
Rohit Abhishek                                    	         8	0.01%
Michael Peck                                      	         8	0.01%
Marcus Brinkmann                                  	         8	0.01%
Guy Harris                                        	         8	0.01%
Timo Voelker                                      	         8	0.01%
Giridhar Mandyam                                  	         8	0.01%
Phil Hunt                                         	         8	0.01%
Douglas Stebila                                   	         8	0.01%
Yi Huang                                          	         8	0.01%
Matthew Hodgson                                   	         8	0.01%
Joanna Dang                                       	         7	0.01%
Lucy Lynch                                        	         7	0.01%
Diego Roberto Dujovne                             	         7	0.01%
Kerry Lynn                                        	         7	0.01%
Roland Bracewell Shoemaker                        	         7	0.01%
Kenji Baheux                                      	         7	0.01%
Pan Lanlan                                        	         7	0.01%
Shane Kerr                                        	         7	0.01%
Xun Xiao                                          	         7	0.01%
Jie Yang                                          	         7	0.01%
Joachim Fabini                                    	         7	0.01%
Wouter van der Beek                               	         7	0.01%
Neeraj Malhotra                                   	         7	0.01%
He Jiang                                          	         7	0.01%
Hao Weiguo                                        	         7	0.01%
Clarence Filsfils                                 	         7	0.01%
John Leddy                                        	         7	0.01%
Suhas Nandakumar                                  	         7	0.01%
Liang Geng                                        	         7	0.01%
Michael Menth                                     	         7	0.01%
Ujjwal Sharma                                     	         7	0.01%
Gert Grammel                                      	         7	0.01%
Leonid Reyzin                                     	         7	0.01%
Allison Mankin                                    	         7	0.01%
Ian Goldberg                                      	         7	0.01%
Aaron Ding                                        	         7	0.01%
Yeoncheol Ryoo                                    	         7	0.01%
Eric Burger                                       	         7	0.01%
Zhiwei Yan                                        	         7	0.01%
Alexander Mayrhofer                               	         7	0.01%
Tuomas Aura                                       	         7	0.01%
Terry Burton                                      	         7	0.01%
Wayne Cutler                                      	         7	0.01%
John Border                                       	         7	0.01%
Scott Morgan                                      	         7	0.01%
Stefan Eissing                                    	         7	0.01%
Rui Miao                                          	         7	0.01%
Paulo Mendes                                      	         7	0.01%
Srihari R. Sangli                                 	         7	0.01%
Yanhe Fan                                         	         7	0.01%
David Smith                                       	         7	0.01%
Robert Varga                                      	         7	0.01%
Dr. Craig Partridge                               	         7	0.01%
Brian Pawlowski                                   	         7	0.01%
Paul D. Smith                                     	         7	0.01%
Olufemi Komolafe                                  	         7	0.01%
Jon Maloy                                         	         7	0.01%
Jaganbabu Rajamanickam                            	         7	0.01%
Marko Mikulicic                                   	         7	0.01%
Olivier Dugeon                                    	         7	0.01%
Pushpasis Sarkar                                  	         7	0.01%
Alex Chernyakhovsky                               	         7	0.01%
Siva Sivabalan                                    	         7	0.01%
Per Andersson                                     	         7	0.01%
Amina Boubendir                                   	         7	0.01%
Pedro Martinez-Julia                              	         7	0.01%
Lee McGovern                                      	         7	0.01%
Andrii Deinega                                    	         7	0.01%
Yanmei Liu                                        	         7	0.01%
Quentin De Coninck                                	         7	0.01%
Matt Olson                                        	         7	0.01%
Eugene Christensen                                	         7	0.01%
Magnus Nystrom                                    	         7	0.01%
Oleg Muravskiy                                    	         7	0.01%
Lijun Liao                                        	         7	0.01%
Nimrod Aviram                                     	         7	0.01%
Maksim Proshin                                    	         7	0.01%
Tobias Looker                                     	         7	0.01%
Virat Tara                                        	         7	0.01%
Frode Kileng                                      	         6	0.01%
Dean Bogdanović                                   	         6	0.01%
Fraser Tweedale                                   	         6	0.01%
Joey Salazar                                      	         6	0.01%
Shuanglong Chen                                   	         6	0.01%
Bill Woodcock                                     	         6	0.01%
Phil Archer                                       	         6	0.01%
Michael Koster                                    	         6	0.01%
Yong Xin                                          	         6	0.01%
Swadesh Agrawal                                   	         6	0.01%
Bin Wen                                           	         6	0.01%
Christian Jacquenet                               	         6	0.01%
Basil Najem                                       	         6	0.01%
Himanshu C. Shah                                  	         6	0.01%
Alan Ford                                         	         6	0.01%
Chang Liu                                         	         6	0.01%
Martin Hargreaves                                 	         6	0.01%
Subash Tirupachur Comerica                        	         6	0.01%
Michael Toomim                                    	         6	0.01%
Gabriele Galimberti                               	         6	0.01%
Moritz Bunkus                                     	         6	0.01%
Julia Len                                         	         6	0.01%
Armando Faz-Hernández                             	         6	0.01%
Ike Kunze                                         	         6	0.01%
Martin Schanzenbach                               	         6	0.01%
Jan Včelák                                        	         6	0.01%
Ondřej Surý                                       	         6	0.01%
Hugo Salgado                                      	         6	0.01%
Robert Edmonds                                    	         6	0.01%
Jonathan Huii                                     	         6	0.01%
Jouni Malinen                                     	         6	0.01%
Marcus Ihlar                                      	         6	0.01%
Mingui Zhang                                      	         6	0.01%
Greg Skinner                                      	         6	0.01%
Paolo Lucente                                     	         6	0.01%
James Fuller                                      	         6	0.01%
Kari Hurtta                                       	         6	0.01%
James M. Snell                                    	         6	0.01%
Gareth Tyson                                      	         6	0.01%
Bjorn Hjelm                                       	         6	0.01%
Kaliraj Vairavakkalai                             	         6	0.01%
Sergey Fomin                                      	         6	0.01%
Ramesh Sivakolundu                                	         6	0.01%
John T. Wroclawski                                	         6	0.01%
Nadim Kobeissi                                    	         6	0.01%
Mickey Spiegel                                    	         6	0.01%
Jianglong Wang                                    	         6	0.01%
Steffen Klassert                                  	         6	0.01%
XiPeng Xiao                                       	         6	0.01%
Simon Josefsson                                   	         6	0.01%
Sarah Chen                                        	         6	0.01%
Ian Duncan                                        	         6	0.01%
Richard Li                                        	         6	0.01%
Rob Austein                                       	         6	0.01%
Jonathan Reed                                     	         6	0.01%
Keith Drage                                       	         6	0.01%
Chandrasekar R                                    	         6	0.01%
Christoph Paasch                                  	         6	0.01%
Ran Tao                                           	         6	0.01%
Vincent Breitmoser                                	         6	0.01%
dcmgash@cisco.com                                 	         6	0.01%
Mahendra Singh Negi                               	         6	0.01%
Bill Munyan                                       	         6	0.01%
Hilarie Orman                                     	         6	0.01%
Charlie Kaufman                                   	         6	0.01%
Ties de Kock                                      	         6	0.01%
Miguel Angel Reina Ortega                         	         6	0.01%
Wayne Chang                                       	         6	0.01%
Sean Croghan                                      	         5	0.01%
Jacob Uecker                                      	         5	0.01%
David Lake                                        	         5	0.01%
Sanjay Mishra                                     	         5	0.01%
Dorothy Cooley                                    	         5	0.01%
Alister Winfield                                  	         5	0.01%
Kevin Smith                                       	         5	0.01%
John Woodworth                                    	         5	0.01%
Gonzalo Salgueiro                                 	         5	0.01%
Lorenzo Miniero                                   	         5	0.01%
Russ White                                        	         5	0.01%
Jordan Head                                       	         5	0.01%
satyamoh@cisco.com                                	         5	0.01%
IJsbrand Wijnands                                 	         5	0.01%
Luay Jalil                                        	         5	0.01%
Vengada Prasad Govindan                           	         5	0.01%
Zitao Wang                                        	         5	0.01%
Ahmed Abdelsalam                                  	         5	0.01%
MooChang Shin                                     	         5	0.01%
Miguel Correia                                    	         5	0.01%
KJ Sun                                            	         5	0.01%
David Dolson                                      	         5	0.01%
Joerg Richter                                     	         5	0.01%
Sean Leonard                                      	         5	0.01%
Min Ye                                            	         5	0.01%
Michael Niedermayer                               	         5	0.01%
Florian Weimer                                    	         5	0.01%
Andrey Jivsov                                     	         5	0.01%
David McGrew                                      	         5	0.01%
Spyridon Mastorakis                               	         5	0.01%
Thomas Pornin                                     	         5	0.01%
David von Oheimb                                  	         5	0.01%
Vaibhav Bajpai                                    	         5	0.01%
Anton Tveretin                                    	         5	0.01%
Joonwoong Kim                                     	         5	0.01%
Yeshwant Muthusamy                                	         5	0.01%
Autumn Tyr-Salvia                                 	         5	0.01%
Miya Kohno                                        	         5	0.01%
Ralph Dolmans                                     	         5	0.01%
Roy Arends                                        	         5	0.01%
Pieter Lexis                                      	         5	0.01%
Zhen Cao                                          	         5	0.01%
scott weeks                                       	         5	0.01%
Luis Martinez                                     	         5	0.01%
David Allan                                       	         5	0.01%
Corinne Cath                                      	         5	0.01%
Colm Divilly                                      	         5	0.01%
Glenn Parsons                                     	         5	0.01%
Rong Pan                                          	         5	0.01%
Thomas C. Schmidt                                 	         5	0.01%
Rajiv Asati                                       	         5	0.01%
Takeshi Takahashi                                 	         5	0.01%
Dorothy Stanley                                   	         5	0.01%
Narelle Clark                                     	         5	0.01%
Sara Marcolla                                     	         5	0.01%
Kjetil Torgrim Homme                              	         5	0.01%
Christopher Inacio                                	         5	0.01%
Richard Clayton                                   	         5	0.01%
Rob Brew                                          	         5	0.01%
Vladimir Olteanu                                  	         5	0.01%
Paul Aitken                                       	         5	0.01%
Xing Li                                           	         5	0.01%
Jan Zorz                                          	         5	0.01%
Joris Baum                                        	         5	0.01%
Albert López Brescó                               	         5	0.01%
Zhiwen Liu                                        	         5	0.01%
Morten Pedersen                                   	         5	0.01%
Rex Buddenberg                                    	         5	0.01%
Dave Plonka                                       	         5	0.01%
Hubert Chathi                                     	         5	0.01%
Bo Burman                                         	         5	0.01%
Waqar Zia                                         	         5	0.01%
Mustapha Aissaoui                                 	         5	0.01%
Joey Boyd                                         	         5	0.01%
Adriana Olariu                                    	         5	0.01%
Toshio Ito                                        	         5	0.01%
Daniel Massameno                                  	         5	0.01%
Sandeep Rao                                       	         5	0.01%
Andrei Popov                                      	         5	0.01%
Mariana Raykova                                   	         5	0.01%
Antoine Delignat-Lavaud                           	         5	0.01%
Yunfei Ma                                         	         5	0.01%
Huimin She                                        	         5	0.01%
Daniel Haynes                                     	         5	0.01%
Radia Perlman                                     	         5	0.01%
Markku-Juhani O. Saarinen                         	         5	0.01%
John Curran                                       	         5	0.01%
Tomonobu Niwa                                     	         5	0.01%
Paul Yang                                         	         5	0.01%
Henry S. Thompson                                 	         5	0.01%
Hoang Long                                        	         4	0.00%
Nabil Benamar                                     	         4	0.00%
Yong-Geun Hong                                    	         4	0.00%
Matt Palmer                                       	         4	0.00%
Normen B. Kowalewski                              	         4	0.00%
Iain Sharp                                        	         4	0.00%
P Ebersman                                        	         4	0.00%
Sebastian Kiesel                                  	         4	0.00%
Artur Hecker                                      	         4	0.00%
Henning Schulzrinne                               	         4	0.00%
Yago Sanchez                                      	         4	0.00%
Julian Lucek                                      	         4	0.00%
Arkadiy Gulko                                     	         4	0.00%
Ben Niven-Jenkins                                 	         4	0.00%
Tanmoy Kundu                                      	         4	0.00%
Nabeel Cocker                                     	         4	0.00%
Marc Bradshaw                                     	         4	0.00%
Remi NGUYEN VAN                                   	         4	0.00%
Gurshabad Grover                                  	         4	0.00%
Daniela Spreafico                                 	         4	0.00%
Fatai Zhang                                       	         4	0.00%
Giles Van Assche                                  	         4	0.00%
Dmitry Khovratovich                               	         4	0.00%
Mihir Bellare                                     	         4	0.00%
Greg Hudson                                       	         4	0.00%
Russ Allbery                                      	         4	0.00%
Maxim Sharabayko                                  	         4	0.00%
Kévin Dunglas                                     	         4	0.00%
Jordi Paillisse                                   	         4	0.00%
Takuya Miyasaka                                   	         4	0.00%
Steve Crocker                                     	         4	0.00%
Richard Franks                                    	         4	0.00%
Jaap Akkerhuis                                    	         4	0.00%
Mats Dufberg                                      	         4	0.00%
Vasily Dolmatov                                   	         4	0.00%
Havard Eidnes                                     	         4	0.00%
Tim April                                         	         4	0.00%
Brian Wellington                                  	         4	0.00%
Ulrich Wisser                                     	         4	0.00%
Li Su                                             	         4	0.00%
Graham Klyne                                      	         4	0.00%
Lucien Loiseau                                    	         4	0.00%
Eduardo Ingles Sanchez                            	         4	0.00%
Nick Doty                                         	         4	0.00%
Pedro A. Aranda Gutierrez                         	         4	0.00%
Martin Langer                                     	         4	0.00%
Ali C. Begen                                      	         4	0.00%
Felix Handte                                      	         4	0.00%
Greg Wilkins                                      	         4	0.00%
Akbar Rahman                                      	         4	0.00%
Doug Montgomery                                   	         4	0.00%
Shawn Zandi                                       	         4	0.00%
Nitin K Sookun                                    	         4	0.00%
Dr. Nathaniel S. Borenstein                       	         4	0.00%
R. Signes                                         	         4	0.00%
Kannan Jayaraman                                  	         4	0.00%
Mohit P. Tahiliani                                	         4	0.00%
Addison Phillips                                  	         4	0.00%
chet.ensign@oasis-open.org                        	         4	0.00%
Henrik Nydell                                     	         4	0.00%
Srihari Raghavan                                  	         4	0.00%
Ruizhao Hu                                        	         4	0.00%
Jiang Li                                          	         4	0.00%
William Whyte                                     	         4	0.00%
Klaas Wierenga                                    	         4	0.00%
Martin Rex                                        	         4	0.00%
Gary Gapinski                                     	         4	0.00%
Victor Moreno                                     	         4	0.00%
David Mandelberg                                  	         4	0.00%
Arunprabhu Kandasamy                              	         4	0.00%
Julien Catalano                                   	         4	0.00%
Philip Christian                                  	         4	0.00%
Alankar Sharma                                    	         4	0.00%
Hannes Gredler                                    	         4	0.00%
Muthu Arul Mozhi Perumal                          	         4	0.00%
Qiufang Ma                                        	         4	0.00%
Alexander Okonnikov                               	         4	0.00%
David Wiggins                                     	         4	0.00%
Maxime Piraux                                     	         4	0.00%
Christian Grothoff                                	         4	0.00%
Cas Cremers                                       	         4	0.00%
Anil Kumar Vengalil                               	         4	0.00%
Olof Hagsand                                      	         4	0.00%
Jeffrey Ladouceur                                 	         4	0.00%
William Lupton                                    	         4	0.00%
Xueyuan Sun                                       	         4	0.00%
Kohei Shiomoto                                    	         4	0.00%
Christer Weinigel                                 	         4	0.00%
Pedro Igor Silva                                  	         4	0.00%
Nikos Fotoiu                                      	         4	0.00%
Justus Winter                                     	         4	0.00%
Roelof DuToit                                     	         4	0.00%
Cyril Margaria                                    	         4	0.00%
Colby Barth                                       	         4	0.00%
Quintin Zhao                                      	         4	0.00%
Gangadhara Reddy Chavva                           	         4	0.00%
Michele Orrù                                      	         4	0.00%
Florentin Rochet                                  	         4	0.00%
Will Hawkins                                      	         4	0.00%
Baptiste Jonglez                                  	         4	0.00%
Jessica Fitzgerald-McKay                          	         4	0.00%
Thomas Gräupl                                     	         4	0.00%
Xavier Vilajosana                                 	         4	0.00%
Maurizio Martinelli                               	         4	0.00%
Bruno Rijsman                                     	         4	0.00%
Konrad Iwanicki                                   	         4	0.00%
Rabi Narayan Sahoo                                	         4	0.00%
Jim Malloy                                        	         4	0.00%
Scott G. Kelly                                    	         4	0.00%
Chris M. Lonvick                                  	         4	0.00%
Øyvind Rønningstad                                	         4	0.00%
Ashutosh Srivastava                               	         4	0.00%
Dave Sinicrope                                    	         4	0.00%
Felipe Garrido                                    	         4	0.00%
Tom Henderson                                     	         4	0.00%
Eld Maj-Britt Olmuetz Zierau                      	         4	0.00%
Alejandro D'Egidio                                	         4	0.00%
Roger Price                                       	         4	0.00%
Ed Juskevicius                                    	         3	0.00%
Praneet Kaur                                      	         3	0.00%
Hudson Ayers                                      	         3	0.00%
S.V.R Anand                                       	         3	0.00%
Catherine Meadows                                 	         3	0.00%
Abdulkadir Karaagac                               	         3	0.00%
Daniel McCarney                                   	         3	0.00%
Jacob Hoffman-Andrews                             	         3	0.00%
Alec Muffett                                      	         3	0.00%
Arnaud Taddei                                     	         3	0.00%
Brett Carr                                        	         3	0.00%
Yunfei Zhang                                      	         3	0.00%
Deng Lingli                                       	         3	0.00%
Michael H. Behringer                              	         3	0.00%
Scott W. Brim                                     	         3	0.00%
Cedric Westphal                                   	         3	0.00%
Olaf Kolkman                                      	         3	0.00%
Paul Jensen                                       	         3	0.00%
Herbert Van de Sompel                             	         3	0.00%
Milan                                             	         3	0.00%
Bruce Nordman                                     	         3	0.00%
Antonin Descampe                                  	         3	0.00%
Martin Pettersson                                 	         3	0.00%
Gabriel Kerneis                                   	         3	0.00%
Patrice Brissette                                 	         3	0.00%
Ravi Singh                                        	         3	0.00%
Sam Aldrin                                        	         3	0.00%
Parag Jain                                        	         3	0.00%
Christian Schmutzer                               	         3	0.00%
Arvind Venkateswaran                              	         3	0.00%
Ehsan Hemmati                                     	         3	0.00%
Suneesh Babu                                      	         3	0.00%
Nils Warnke                                       	         3	0.00%
Vratko Polák                                      	         3	0.00%
Raphael Vicente Rosa                              	         3	0.00%
Cyrus Daboo                                       	         3	0.00%
Heng Liu                                          	         3	0.00%
Qilei Wang                                        	         3	0.00%
Scott Arciszewski                                 	         3	0.00%
Michael Scott                                     	         3	0.00%
Kevin Jacobs                                      	         3	0.00%
Stefan-Lukas Gazdag                               	         3	0.00%
Terry Manderson                                   	         3	0.00%
Josh Howlett                                      	         3	0.00%
Stefan Hristozov                                  	         3	0.00%
Simo Sorce                                        	         3	0.00%
Henrik Austad                                     	         3	0.00%
Rodney Cummings                                   	         3	0.00%
Lin He                                            	         3	0.00%
Tomek Mrugalski                                   	         3	0.00%
Roger Marks                                       	         3	0.00%
Steve Atkins                                      	         3	0.00%
Rolf Sonneveld                                    	         3	0.00%
Peter Koch                                        	         3	0.00%
Matt Larson                                       	         3	0.00%
Stephen Morris                                    	         3	0.00%
Marek Majkowski                                   	         3	0.00%
Yasuaki Morita                                    	         3	0.00%
Simon Perreault                                   	         3	0.00%
Vinayak Hegde                                     	         3	0.00%
David B. Nelson                                   	         3	0.00%
Steve Hanna                                       	         3	0.00%
Lyndon Nerenberg                                  	         3	0.00%
Francis Dupont                                    	         3	0.00%
Martijn Schmidt                                   	         3	0.00%
Weihing Wu                                        	         3	0.00%
Juliana Guerra                                    	         3	0.00%
Farzaneh Badiei                                   	         3	0.00%
Bradford Lassey                                   	         3	0.00%
Gabriel Lopez-Millan                              	         3	0.00%
Fernando Pereniguez-Garcia                        	         3	0.00%
Kevin (Yudong) Yang                               	         3	0.00%
Yinghua Li                                        	         3	0.00%
Jeff Burke                                        	         3	0.00%
Ruidong Li                                        	         3	0.00%
Matthias Wählisch                                 	         3	0.00%
Christian Tschudin                                	         3	0.00%
Jun Hu                                            	         3	0.00%
John Kristoff                                     	         3	0.00%
Ahmed El Sawaf                                    	         3	0.00%
Eugene Bogomazov                                  	         3	0.00%
Luuk Hendriks                                     	         3	0.00%
Jonathan Hardwick                                 	         3	0.00%
Roberta Maglione                                  	         3	0.00%
Jon Crowcroft                                     	         3	0.00%
Martin Dolly                                      	         3	0.00%
Ben Laurie                                        	         3	0.00%
Alia Atlas                                        	         3	0.00%
Francesco Gennai                                  	         3	0.00%
cloos                                             	         3	0.00%
Yihao Jia                                         	         3	0.00%
Hongwei Yang                                      	         3	0.00%
Tore Anderson                                     	         3	0.00%
Roland van Rijswijk-Deij                          	         3	0.00%
Park Jung-Soo                                     	         3	0.00%
Zeung Il Kim                                      	         3	0.00%
John Kenney                                       	         3	0.00%
René Cordier                                      	         3	0.00%
Benoit Tellier                                    	         3	0.00%
Stefan Hagen                                      	         3	0.00%
Dr. David W. Chadwick                             	         3	0.00%
Asmus Freytag                                     	         3	0.00%
Robert Cragie                                     	         3	0.00%
Marc Portoles-Comeras                             	         3	0.00%
Lorand Jakab                                      	         3	0.00%
Mitchell Erblich                                  	         3	0.00%
Yi Yang                                           	         3	0.00%
ANIL KUMAR S N                                    	         3	0.00%
Alex Galis                                        	         3	0.00%
David Oliver                                      	         3	0.00%
tathagata nandy                                   	         3	0.00%
Amy Guy                                           	         3	0.00%
